Name,Subject
Alex S. Mahalov,Computational Mechanics
Alex S. Mahalov,Computer Science Applications
Alex S. Mahalov,Agronomy and Crop Science
Alex S. Mahalov,Computational Theory and Mathematics
Alex S. Mahalov,Control and Optimization
Alex S. Mahalov,Environmental Chemistry
Alex S. Mahalov,Waste Management and Disposal
Alex S. Mahalov,Mechanical Engineering
Alex S. Mahalov,Analysis
Alex S. Mahalov,Engineering (all)
Alex S. Mahalov,Control and Systems Engineering
Alex S. Mahalov,"Management, Monitoring, Policy and Law"
Alex S. Mahalov,Environmental Science (miscellaneous)
Maren Mahoney,Global and Planetary Change
Maren Mahoney,"Management, Monitoring, Policy and Law"
Maren Mahoney,"Geography, Planning and Development"
Maren Mahoney,Sociology and Political Science
Maren Mahoney,Health (social science)
Maren Mahoney,Nature and Landscape Conservation
Maren Mahoney,Ecology
Jane Maienschein,Immunology and Microbiology (all)
Jane Maienschein,Developmental Biology
Jane Maienschein,Molecular Biology
Jane Maienschein,Economics and Econometrics
Jane Maienschein,Communication
Jane Maienschein,Statistics and Probability
Jane Maienschein,Earth and Planetary Sciences (miscellaneous)
Jane Maienschein,Health Policy
Jane Maienschein,"Issues, Ethics and Legal Aspects"
Jane Maienschein,Human-Computer Interaction
Jane Maienschein,Medicine (all)
Jane Maienschein,Arts and Humanities (all)
Jane Maienschein,Agricultural and Biological Sciences (miscellaneous)
Jane Maienschein,Earth and Planetary Sciences (all)
Jane Maienschein,Sociology and Political Science
Jane Maienschein,Condensed Matter Physics
Jane Maienschein,Genetics
Jane Maienschein,Multidisciplinary
Jane Maienschein,Human Factors and Ergonomics
Jane Maienschein,Social Sciences (all)
Jane Maienschein,Business and International Management
Jane Maienschein,"Ecology, Evolution, Behavior and Systematics"
Jane Maienschein,History and Philosophy of Science
Jane Maienschein,History
Jane Maienschein,Cultural Studies
Jane Maienschein,Plant Science
Jane Maienschein,Education
Jane Maienschein,Environmental Science (all)
Jane Maienschein,Anthropology
Jane Maienschein,Animal Science and Zoology
Jane Maienschein,Molecular Medicine
Jane Maienschein,Logic
Jane Maienschein,Neuroscience (all)
Jane Maienschein,Agricultural and Biological Sciences (all)
Jane Maienschein,Philosophy
Jane Maienschein,"Biochemistry, Genetics and Molecular Biology (all)"
Jane Maienschein,Cell Biology
Jane Maienschein,Arts and Humanities (miscellaneous)
Jane Maienschein,"Management, Monitoring, Policy and Law"
Jane Maienschein,Social Sciences (miscellaneous)
Jane Maienschein,Computational Mathematics
David Manuel-Navarrete,Sociology and Political Science
David Manuel-Navarrete,"Renewable Energy, Sustainability and the Environment"
David Manuel-Navarrete,Nature and Landscape Conservation
David Manuel-Navarrete,Social Sciences (all)
David Manuel-Navarrete,"Tourism, Leisure and Hospitality Management"
David Manuel-Navarrete,Life-span and Life-course Studies
David Manuel-Navarrete,Multidisciplinary
David Manuel-Navarrete,"Ecology, Evolution, Behavior and Systematics"
David Manuel-Navarrete,Earth and Planetary Sciences (miscellaneous)
David Manuel-Navarrete,Environmental Science (all)
David Manuel-Navarrete,Atmospheric Science
David Manuel-Navarrete,Global and Planetary Change
David Manuel-Navarrete,Development
David Manuel-Navarrete,Economics and Econometrics
David Manuel-Navarrete,Ecology
David Manuel-Navarrete,"Business, Management and Accounting (all)"
David Manuel-Navarrete,Religious Studies
David Manuel-Navarrete,Health (social science)
David Manuel-Navarrete,"Management, Monitoring, Policy and Law"
David Manuel-Navarrete,"Geography, Planning and Development"
David Manuel-Navarrete,"Economics, Econometrics and Finance (all)"
Andrew Flood Mara,Education
Andrew Flood Mara,Communication
Andrew Flood Mara,Software
Andrew Flood Mara,Computer Networks and Communications
Andrew Flood Mara,Social Sciences (all)
Andrew Flood Mara,Information Systems
Andrew Flood Mara,Computer Science Applications
Andrew Flood Mara,Business and International Management
Andrew Flood Mara,Computer Graphics and Computer-Aided Design
Andrew Flood Mara,"Economics, Econometrics and Finance (all)"
Andrew Flood Mara,Arts and Humanities (all)
Andrew Flood Mara,Hardware and Architecture
Andrew Flood Mara,Engineering (miscellaneous)
Andrew Flood Mara,Earth and Planetary Sciences (all)
Andrew Flood Mara,Engineering (all)
Andrew Flood Mara,"Business, Management and Accounting (all)"
Andrew Flood Mara,Information Systems and Management
George N. Maracas,Surfaces and Interfaces
George N. Maracas,Computer Networks and Communications
George N. Maracas,Physics and Astronomy (all)
George N. Maracas,Physics and Astronomy (miscellaneous)
George N. Maracas,Control and Systems Engineering
George N. Maracas,Chemical Engineering (all)
George N. Maracas,Ocean Engineering
George N. Maracas,Instrumentation
George N. Maracas,"Biochemistry, Genetics and Molecular Biology (all)"
George N. Maracas,Colloid and Surface Chemistry
George N. Maracas,Mechanical Engineering
George N. Maracas,Cell Biology
George N. Maracas,Philosophy
George N. Maracas,Condensed Matter Physics
George N. Maracas,"Electronic, Optical and Magnetic Materials"
George N. Maracas,Hardware and Architecture
George N. Maracas,Signal Processing
George N. Maracas,Computer Science Applications
George N. Maracas,Electrical and Electronic Engineering
George N. Maracas,Engineering (all)
George N. Maracas,Industrial and Manufacturing Engineering
George N. Maracas,Biochemistry
George N. Maracas,Engineering (miscellaneous)
George N. Maracas,"Surfaces, Coatings and Films"
George N. Maracas,Materials Science (all)
George N. Maracas,"Atomic and Molecular Physics, and Optics"
George N. Maracas,Nuclear Energy and Engineering
George N. Maracas,Physical and Theoretical Chemistry
George N. Maracas,Applied Mathematics
Gary E. Marchant,Law
Gary E. Marchant,"Public Health, Environmental and Occupational Health"
Gary E. Marchant,Cell Biology
Gary E. Marchant,"Biochemistry, Genetics and Molecular Biology (all)"
Gary E. Marchant,Genetics (clinical)
Gary E. Marchant,"Renewable Energy, Sustainability and the Environment"
Gary E. Marchant,Social Sciences (miscellaneous)
Gary E. Marchant,Computer Science Applications
Gary E. Marchant,Health Policy
Gary E. Marchant,Molecular Medicine
Gary E. Marchant,"Issues, Ethics and Legal Aspects"
Gary E. Marchant,Public Administration
Gary E. Marchant,History and Philosophy of Science
Gary E. Marchant,Clinical Psychology
Gary E. Marchant,Social Sciences (all)
Gary E. Marchant,Medicine (miscellaneous)
Gary E. Marchant,Genetics
Gary E. Marchant,Management of Technology and Innovation
Gary E. Marchant,Toxicology
Gary E. Marchant,Modeling and Simulation
Gary E. Marchant,Bioengineering
Gary E. Marchant,Materials Science (all)
Gary E. Marchant,Computer Science (all)
Gary E. Marchant,Arts and Humanities (all)
Gary E. Marchant,Electrical and Electronic Engineering
Gary E. Marchant,Strategy and Management
Gary E. Marchant,Molecular Biology
Gary E. Marchant,Political Science and International Relations
Gary E. Marchant,Engineering (all)
Gary E. Marchant,Medicine (all)
Gary E. Marchant,Pharmacology
Gary E. Marchant,Pathology and Forensic Medicine
Gary E. Marchant,Geriatrics and Gerontology
Gary E. Marchant,Mechanical Engineering
Gary E. Marchant,Environmental Chemistry
Gary E. Marchant,Health (social science)
Gary E. Marchant,Mathematics (all)
Gary E. Marchant,Biotechnology
Gary E. Marchant,Philosophy
Gary E. Marchant,Psychiatry and Mental Health
Gary E. Marchant,Gerontology
Gary E. Marchant,Chemistry (all)
Gary E. Marchant,"Management, Monitoring, Policy and Law"
Gary E. Marchant,"Pharmacology, Toxicology and Pharmaceutics (all)"
Gary E. Marchant,Neuroscience (all)
Gary E. Marchant,Condensed Matter Physics
Gary E. Marchant,Sociology and Political Science
Gary E. Marchant,Artificial Intelligence
Gary E. Marchant,Environmental Science (all)
Gary E. Marchant,"Atomic and Molecular Physics, and Optics"
Gary E. Marchant,"Health, Toxicology and Mutagenesis"
Gary E. Marchant,Multidisciplinary
Gary E. Marchant,"Safety, Risk, Reliability and Quality"
Gary E. Marchant,"Geography, Planning and Development"
Andrew H. Marcus,Instrumentation
Andrew H. Marcus,"Electronic, Optical and Magnetic Materials"
Andrew H. Marcus,Computer Science (all)
Andrew H. Marcus,Physics and Astronomy (all)
Andrew H. Marcus,Multidisciplinary
Andrew H. Marcus,Polymers and Plastics
Andrew H. Marcus,Biophysics
Andrew H. Marcus,"Atomic and Molecular Physics, and Optics"
Andrew H. Marcus,Physical and Theoretical Chemistry
Andrew H. Marcus,Biomaterials
Andrew H. Marcus,Statistics and Probability
Andrew H. Marcus,Statistical and Nonlinear Physics
Andrew H. Marcus,Genetics
Andrew H. Marcus,Condensed Matter Physics
Andrew H. Marcus,Organic Chemistry
Andrew H. Marcus,Mechanics of Materials
Andrew H. Marcus,Biochemistry
Andrew H. Marcus,Chemistry (all)
Andrew H. Marcus,Electrical and Electronic Engineering
Andrew H. Marcus,Materials Chemistry
Andrew H. Marcus,Materials Science (all)
Andrew H. Marcus,Spectroscopy
Andrew H. Marcus,Catalysis
Andrew H. Marcus,Mathematical Physics
Andrew H. Marcus,Cell Biology
Andrew H. Marcus,"Surfaces, Coatings and Films"
Andrew H. Marcus,Colloid and Surface Chemistry
Andrew H. Marcus,Inorganic Chemistry
D. Christopher Martin,Applied Mathematics
D. Christopher Martin,Multidisciplinary
D. Christopher Martin,Computer Science Applications
D. Christopher Martin,Nuclear and High Energy Physics
D. Christopher Martin,Space and Planetary Science
D. Christopher Martin,"Atomic and Molecular Physics, and Optics"
D. Christopher Martin,Astronomy and Astrophysics
D. Christopher Martin,Condensed Matter Physics
D. Christopher Martin,Physics and Astronomy (all)
D. Christopher Martin,Control and Systems Engineering
D. Christopher Martin,Instrumentation
D. Christopher Martin,Mechanical Engineering
D. Christopher Martin,Electrical and Electronic Engineering
D. Christopher Martin,"Electronic, Optical and Magnetic Materials"
Hamidreza Marvi,Computer Science Applications
Hamidreza Marvi,Biochemistry
Hamidreza Marvi,Physics and Astronomy (miscellaneous)
Hamidreza Marvi,Spectroscopy
Hamidreza Marvi,Chemistry (all)
Hamidreza Marvi,Electrical and Electronic Engineering
Hamidreza Marvi,Mechanics of Materials
Hamidreza Marvi,Theoretical Computer Science
Hamidreza Marvi,Environmental Engineering
Hamidreza Marvi,Human-Computer Interaction
Hamidreza Marvi,Condensed Matter Physics
Hamidreza Marvi,Artificial Intelligence
Hamidreza Marvi,Medicine (all)
Hamidreza Marvi,Biomaterials
Hamidreza Marvi,Electrochemistry
Hamidreza Marvi,Modeling and Simulation
Hamidreza Marvi,Software
Hamidreza Marvi,Control and Optimization
Hamidreza Marvi,Materials Science (all)
Hamidreza Marvi,Computer Vision and Pattern Recognition
Hamidreza Marvi,Biophysics
Hamidreza Marvi,Bioengineering
Hamidreza Marvi,Computer Science (all)
Hamidreza Marvi,Multidisciplinary
Hamidreza Marvi,Chemical Engineering (all)
Hamidreza Marvi,Fluid Flow and Transfer Processes
Hamidreza Marvi,Physiology
Hamidreza Marvi,Control and Systems Engineering
Hamidreza Marvi,Surfaces and Interfaces
Hamidreza Marvi,Mechanical Engineering
Hamidreza Marvi,Biomedical Engineering
Hamidreza Marvi,"Surfaces, Coatings and Films"
Hamidreza Marvi,Biotechnology
Giuseppe Mascaro,Earth-Surface Processes
Giuseppe Mascaro,"Ecology, Evolution, Behavior and Systematics"
Giuseppe Mascaro,"Safety, Risk, Reliability and Quality"
Giuseppe Mascaro,Atmospheric Science
Giuseppe Mascaro,Geochemistry and Petrology
Giuseppe Mascaro,Building and Construction
Giuseppe Mascaro,"Public Health, Environmental and Occupational Health"
Giuseppe Mascaro,Polymers and Plastics
Giuseppe Mascaro,Water Science and Technology
Giuseppe Mascaro,Energy (all)
Giuseppe Mascaro,Pollution
Giuseppe Mascaro,Environmental Engineering
Giuseppe Mascaro,Physical and Theoretical Chemistry
Giuseppe Mascaro,Energy Engineering and Power Technology
Giuseppe Mascaro,Materials Chemistry
Giuseppe Mascaro,Aquatic Science
Giuseppe Mascaro,Electrical and Electronic Engineering
Giuseppe Mascaro,Geophysics
Giuseppe Mascaro,Environmental Science (all)
Giuseppe Mascaro,Earth and Planetary Sciences (miscellaneous)
Giuseppe Mascaro,Multidisciplinary
Giuseppe Mascaro,Environmental Science (miscellaneous)
Giuseppe Mascaro,"Geography, Planning and Development"
Giuseppe Mascaro,"Management, Monitoring, Policy and Law"
Giuseppe Mascaro,Soil Science
Giuseppe Mascaro,Ecology
Giuseppe Mascaro,"Renewable Energy, Sustainability and the Environment"
Giuseppe Mascaro,Management of Technology and Innovation
Giuseppe Mascaro,Space and Planetary Science
Giuseppe Mascaro,Mechanical Engineering
Giuseppe Mascaro,Environmental Chemistry
Giuseppe Mascaro,Condensed Matter Physics
Giuseppe Mascaro,Civil and Structural Engineering
Giuseppe Mascaro,Geology
Giuseppe Mascaro,Earth and Planetary Sciences (all)
Giuseppe Mascaro,Global and Planetary Change
Giuseppe Mascaro,Biochemistry
Giuseppe Mascaro,Geotechnical Engineering and Engineering Geology
Giuseppe Mascaro,Waste Management and Disposal
Kristin Mayes,Medicine (miscellaneous)
Kristin Mayes,Clinical Psychology
Kristin Mayes,Psychiatry and Mental Health
Kristin Mayes,Psychiatric Mental Health
Andrew D. Maynard,Toxicology
Andrew D. Maynard,Education
Andrew D. Maynard,Mechanics of Materials
Andrew D. Maynard,"Business, Management and Accounting (all)"
Andrew D. Maynard,Energy (all)
Andrew D. Maynard,Engineering (miscellaneous)
Andrew D. Maynard,Environmental Engineering
Andrew D. Maynard,Ceramics and Composites
Andrew D. Maynard,Biomedical Engineering
Andrew D. Maynard,Multidisciplinary
Andrew D. Maynard,Social Sciences (all)
Andrew D. Maynard,Histology
Andrew D. Maynard,Electrical and Electronic Engineering
Andrew D. Maynard,"Economics, Econometrics and Finance (all)"
Andrew D. Maynard,Fluid Flow and Transfer Processes
Andrew D. Maynard,Agricultural and Biological Sciences (miscellaneous)
Andrew D. Maynard,"Electronic, Optical and Magnetic Materials"
Andrew D. Maynard,Health Policy
Andrew D. Maynard,Anatomy
Andrew D. Maynard,Surfaces and Interfaces
Andrew D. Maynard,"Geography, Planning and Development"
Andrew D. Maynard,Materials Science (all)
Andrew D. Maynard,Health Professions  (all)
Andrew D. Maynard,Physics and Astronomy (all)
Andrew D. Maynard,Medical Laboratory Technology
Andrew D. Maynard,"Issues, Ethics and Legal Aspects"
Andrew D. Maynard,Atmospheric Science
Andrew D. Maynard,"Surfaces, Coatings and Films"
Andrew D. Maynard,Public Administration
Andrew D. Maynard,"Public Health, Environmental and Occupational Health"
Andrew D. Maynard,Chemistry (all)
Andrew D. Maynard,Safety Research
Andrew D. Maynard,Biotechnology
Andrew D. Maynard,"Pharmacology, Toxicology and Pharmaceutics (all)"
Andrew D. Maynard,Pulmonary and Respiratory Medicine
Andrew D. Maynard,Materials Chemistry
Andrew D. Maynard,Materials Science (miscellaneous)
Andrew D. Maynard,Bioengineering
Andrew D. Maynard,Space and Planetary Science
Andrew D. Maynard,Condensed Matter Physics
Andrew D. Maynard,Energy Engineering and Power Technology
Andrew D. Maynard,Pollution
Andrew D. Maynard,"Safety, Risk, Reliability and Quality"
Andrew D. Maynard,Medicine (all)
Andrew D. Maynard,"Health, Toxicology and Mutagenesis"
Andrew D. Maynard,Radiological and Ultrasound Technology
Andrew D. Maynard,"Atomic and Molecular Physics, and Optics"
Andrew D. Maynard,Physiology (medical)
Andrew D. Maynard,Environmental Chemistry
Andrew D. Maynard,Instrumentation
Andrew D. Maynard,Physical and Theoretical Chemistry
Andrew D. Maynard,Cell Biology
Andrew D. Maynard,"Radiology, Nuclear Medicine and Imaging"
Andrew D. Maynard,Mechanical Engineering
Andrew D. Maynard,Physiology
Andrew D. Maynard,Engineering (all)
Andrew D. Maynard,Environmental Science (all)
Andrew D. Maynard,Radiation
Andrew D. Maynard,"Management, Monitoring, Policy and Law"
Andrew D. Maynard,Physics and Astronomy (miscellaneous)
Andrew D. Maynard,Health (social science)
Martha R. McCartney,Engineering (miscellaneous)
Martha R. McCartney,Environmental Science (all)
Martha R. McCartney,Materials Chemistry
Martha R. McCartney,Chemistry (all)
Martha R. McCartney,Ceramics and Composites
Martha R. McCartney,Structural Biology
Martha R. McCartney,Process Chemistry and Technology
Martha R. McCartney,Physics and Astronomy (all)
Martha R. McCartney,Mechanics of Materials
Martha R. McCartney,"Safety, Risk, Reliability and Quality"
Martha R. McCartney,Biomaterials
Martha R. McCartney,Electrical and Electronic Engineering
Martha R. McCartney,Multidisciplinary
Martha R. McCartney,Bioengineering
Martha R. McCartney,Physics and Astronomy (miscellaneous)
Martha R. McCartney,Polymers and Plastics
Martha R. McCartney,Genetics
Martha R. McCartney,Engineering (all)
Martha R. McCartney,Chemical Engineering (all)
Martha R. McCartney,Chemistry (miscellaneous)
Martha R. McCartney,"Atomic and Molecular Physics, and Optics"
Martha R. McCartney,Physical and Theoretical Chemistry
Martha R. McCartney,Mechanical Engineering
Martha R. McCartney,Surfaces and Interfaces
Martha R. McCartney,Geochemistry and Petrology
Martha R. McCartney,Biotechnology
Martha R. McCartney,Catalysis
Martha R. McCartney,"Surfaces, Coatings and Films"
Martha R. McCartney,"Electronic, Optical and Magnetic Materials"
Martha R. McCartney,Microbiology
Martha R. McCartney,Metals and Alloys
Martha R. McCartney,Condensed Matter Physics
Martha R. McCartney,"Biochemistry, Genetics and Molecular Biology (all)"
Martha R. McCartney,Materials Science (all)
Martha R. McCartney,Hardware and Architecture
Martha R. McCartney,Instrumentation
John A. McGowen,Statistics and Probability
John A. McGowen,Agronomy and Crop Science
John A. McGowen,Environmental Engineering
John A. McGowen,Library and Information Sciences
John A. McGowen,Cell Biology
John A. McGowen,Molecular Biology
